instance_id;value;time
Labour Party;0.4466165414;0
Cujae_0;0.4145833333;0
Cujae_1;0.5022222222;0
Cujae_2;0.3574468085;0
Cujae_3;0.6236263736;0
Cities_0;0.6904761905;0
Cities_1;0.7632978723;0
Breakfast_0;0.3088435374;0
Breakfast_1;0.4666666667;0
Breakfast_2;0.274829932;0
Breakfast_3;0.293877551;0
Breakfast_4;0.3229024943;0
Breakfast_5;0.4040816327;0
Cycling_0;0.5265906933;0
Cycling_1;0.5630434783;0
Cycling_2;0.6901320387;0
Cycling_3;0.690430622;0
Cycling_4;0.7434988805;0
Cycling_5;0.764439109;0
Cycling_6;0.5148925911;0
Cycling_7;0.6499887467;0
Cycling_8;0.6444835681;0
Cycling_9;0.5046493405;0
Universities_0;0.5449204849;0
Universities_1;0.6013805481;0
Universities_2;0.5741922084;0
Universities_3;0.5755672471;0
Spotify_0;0.8977212802;0
Spotify_1;0.9000673366;0
Spotify_2;0.8922454232;0
Spotify_3;0.89108076;0
Spotify_4;0.8963697966;0
Spotify_5;0.8970269929;0
Spotify_6;0.9002133976;0
Spotify_7;0.9000777929;0
Spotify_8;0.8957820478;0
Spotify_9;0.8941650313;0
Movehub;0.2071920758;0
Countries_0;0.3210659136;0
Countries_1;0.3133372161;0
Countries_2;0.3584065152;0
Countries_3;0.286397176;0
Countries_4;0.3195784505;0
Countries_5;0.2958804664;0
Countries_6;0.3118832442;0
Countries_7;0.2920185106;0
Countries_8;0.3102884832;0
Countries_9;0.2909557582;0
F1_0;0.6839142283;0
F1_1;0.7236276154;0
F1_2;0.7070707071;0
F1_3;0.5965931088;0
F1_4;0.5050420168;0
F1_5;0.605920444;0
F1_6;0.5887957317;0
F1_7;0.5562745098;0
F1_8;0.61352657;0
F1_9;0.6483333333;0
NSW_0;0.4414644387;0
NSW_1;0.5515026281;0
NSW_2;0.6195545251;0
NSW_3;0.5555966972;0
NSW_4;0.5261020369;0
NSW_5;0.5885432834;0
NSW_6;0.4907607461;0
NSW_7;0.4854496671;0
NSW_8;0.6274630671;0
NSW_9;0.5356384298;0
UN;0.04389880952;0
ID;1;0
AN;0;0
Impartial Culture_1_1_0;0.0662202380952381;0.0024361610412597656
Impartial Culture_1_1_1;0.08035714285714286;0.002439260482788086
Impartial Culture_1_1_2;0.05654761904761907;0.002406597137451172
Impartial Culture_1_1_3;0.07291666666666666;0.0023775100708007812
Impartial Culture_1_2_0;0.04799107142857142;0.004714012145996094
Impartial Culture_1_2_1;0.07180059523809525;0.004710197448730469
Impartial Culture_1_2_2;0.051339285714285705;0.004739999771118164
Impartial Culture_1_2_3;0.05766369047619048;0.004765748977661133
Impartial Culture_2_1_0;0.07829861111111111;0.009817123413085938
Impartial Culture_2_1_1;0.08211805555555557;0.00993800163269043
Impartial Culture_2_1_2;0.07256944444444445;0.009829044342041016
Impartial Culture_2_1_3;0.06059027777777778;0.0098419189453125
Impartial Culture_2_2_0;0.0650173611111111;0.01959991455078125
Impartial Culture_2_2_1;0.05833333333333332;0.019660234451293945
Impartial Culture_2_2_2;0.0490451388888889;0.01949906349182129
Impartial Culture_2_2_3;0.05208333333333333;0.019435882568359375
SP by Conitzer_1_1_0;0.287202380952381;0.002382516860961914
SP by Conitzer_1_1_1;0.3355654761904762;0.002393960952758789
SP by Conitzer_1_1_2;0.3154761904761905;0.0023963451385498047
SP by Conitzer_1_1_3;0.30282738095238093;0.002401113510131836
SP by Conitzer_1_2_0;0.30691964285714285;0.0047647953033447266
SP by Conitzer_1_2_1;0.31175595238095244;0.0047397613525390625
SP by Conitzer_1_2_2;0.328125;0.004761695861816406
SP by Conitzer_1_2_3;0.32142857142857145;0.004686832427978516
SP by Conitzer_2_1_0;0.34322916666666664;0.009895086288452148
SP by Conitzer_2_1_1;0.35104166666666675;0.009914875030517578
SP by Conitzer_2_1_2;0.3359375;0.009846687316894531
SP by Conitzer_2_1_3;0.2888888888888889;0.009878396987915039
SP by Conitzer_2_2_0;0.32769097222222227;0.019381999969482422
SP by Conitzer_2_2_1;0.33758680555555554;0.019542932510375977
SP by Conitzer_2_2_2;0.3357638888888889;0.019611120223999023
SP by Conitzer_2_2_3;0.3191840277777777;0.019549131393432617
SP by Walsh_1_1_0;0.6153273809523808;0.002389192581176758
SP by Walsh_1_1_1;0.6398809523809524;0.0024025440216064453
SP by Walsh_1_1_2;0.6227678571428571;0.002403736114501953
SP by Walsh_1_1_3;0.671875;0.002413034439086914
SP by Walsh_1_2_0;0.5881696428571429;0.00481104850769043
SP by Walsh_1_2_1;0.5989583333333333;0.004759550094604492
SP by Walsh_1_2_2;0.6116071428571429;0.004726886749267578
SP by Walsh_1_2_3;0.6175595238095238;0.004766225814819336
SP by Walsh_2_1_0;0.7336805555555556;0.009950876235961914
SP by Walsh_2_1_1;0.7192708333333333;0.009921550750732422
SP by Walsh_2_1_2;0.7192708333333333;0.009841203689575195
SP by Walsh_2_1_3;0.7225694444444445;0.00977778434753418
SP by Walsh_2_2_0;0.728298611111111;0.019550323486328125
SP by Walsh_2_2_1;0.7371527777777779;0.019661426544189453
SP by Walsh_2_2_2;0.7261284722222221;0.019566059112548828
SP by Walsh_2_2_3;0.7505208333333333;0.019515275955200195
SPOC_1_1_0;0.10342261904761905;0.0023746490478515625
SPOC_1_1_1;0.05803571428571427;0.002409219741821289
SPOC_1_1_2;0.09375000000000001;0.0023832321166992188
SPOC_1_1_3;0.10565476190476193;0.002372264862060547
SPOC_1_2_0;0.03199404761904761;0.004694938659667969
SPOC_1_2_1;0.10677083333333336;0.004686594009399414
SPOC_1_2_2;0.05803571428571428;0.004690647125244141
SPOC_1_2_3;0.03608630952380953;0.004683256149291992
SPOC_2_1_0;0.07586805555555556;0.009843826293945312
SPOC_2_1_1;0.06527777777777778;0.009843826293945312
SPOC_2_1_2;0.11163194444444444;0.009926795959472656
SPOC_2_1_3;0.06788194444444444;0.00985860824584961
SPOC_2_2_0;0.03862847222222222;0.0195620059967041
SPOC_2_2_1;0.06197916666666667;0.019568681716918945
SPOC_2_2_2;0.060156249999999994;0.019566059112548828
SPOC_2_2_3;0.02612847222222221;0.019680023193359375
Single-Crossing_1_1_0;0.9523809523809524;0.0024080276489257812
Single-Crossing_1_1_1;0.9546130952380952;0.0023756027221679688
Single-Crossing_1_1_2;0.9680059523809524;0.0024013519287109375
Single-Crossing_1_1_3;0.931547619047619;0.002403736114501953
Single-Crossing_1_2_0;0.9828869047619048;0.004748821258544922
Single-Crossing_1_2_1;0.9717261904761906;0.004695415496826172
Single-Crossing_1_2_2;0.9732142857142857;0.0047152042388916016
Single-Crossing_1_2_3;0.9821428571428571;0.004727840423583984
Single-Crossing_2_1_0;0.9678819444444443;0.009721040725708008
Single-Crossing_2_1_1;0.9480902777777777;0.00981450080871582
Single-Crossing_2_1_2;0.9451388888888891;0.00979924201965332
Single-Crossing_2_1_3;0.9416666666666667;0.009743213653564453
Single-Crossing_2_2_0;0.9861111111111112;0.019376277923583984
Single-Crossing_2_2_1;0.981684027777778;0.01949024200439453
Single-Crossing_2_2_2;0.9795138888888888;0.01934647560119629
Single-Crossing_2_2_3;0.9667534722222223;0.01926279067993164
GS Balanced_1_1_0;0.08184523809523803;0.0023622512817382812
GS Balanced_1_1_1;0.09449404761904763;0.002366304397583008
GS Balanced_1_1_2;0.10119047619047618;0.002398252487182617
GS Balanced_1_1_3;0.16889880952380956;0.002391338348388672
GS Balanced_1_2_0;0.02343749999999995;0.004694700241088867
GS Balanced_1_2_1;0.033110119047619034;0.004713535308837891
GS Balanced_1_2_2;0.04873511904761912;0.004719734191894531
GS Balanced_1_2_3;0.03013392857142861;0.004712343215942383
GS Balanced_2_1_0;0.0913194444444445;0.009840250015258789
GS Balanced_2_1_1;0.0901041666666667;0.010027647018432617
GS Balanced_2_1_2;0.03020833333333328;0.009836673736572266
GS Balanced_2_1_3;0.0850694444444444;0.009952068328857422
GS Balanced_2_2_0;0.05598958333333326;0.01965188980102539
GS Balanced_2_2_1;0.05164930555555554;0.019713640213012695
GS Balanced_2_2_2;0.10347222222222223;0.019559383392333984
GS Balanced_2_2_3;0.04887152777777771;0.01969432830810547
GS Caterpillar_1_1_0;0.057291666666666644;0.0024251937866210938
GS Caterpillar_1_1_1;0.0855654761904762;0.0023958683013916016
GS Caterpillar_1_1_2;0.07142857142857144;0.0023889541625976562
GS Caterpillar_1_1_3;0.10937500000000003;0.0023996829986572266
GS Caterpillar_1_2_0;0.05171130952380949;0.004763603210449219
GS Caterpillar_1_2_1;0.027901785714285723;0.004765748977661133
GS Caterpillar_1_2_2;0.05059523809523816;0.004756927490234375
GS Caterpillar_1_2_3;0.0721726190476191;0.004719257354736328
GS Caterpillar_2_1_0;0.060069444444444474;0.009944438934326172
GS Caterpillar_2_1_1;0.07638888888888891;0.009957551956176758
GS Caterpillar_2_1_2;0.07083333333333333;0.009844779968261719
GS Caterpillar_2_1_3;0.07916666666666664;0.009848833084106445
GS Caterpillar_2_2_0;0.05381944444444445;0.01961970329284668
GS Caterpillar_2_2_1;0.0860243055555556;0.019449949264526367
GS Caterpillar_2_2_2;0.07309027777777774;0.019472360610961914
GS Caterpillar_2_2_3;0.057291666666666664;0.019448041915893555
Interval_1_1_0;0.409970238095238;0.0024182796478271484
Interval_1_1_1;0.47098214285714285;0.002443552017211914
Interval_1_1_2;0.32589285714285715;0.002404928207397461
Interval_1_1_3;0.2805059523809524;0.002410411834716797
Interval_1_2_0;0.43973214285714285;0.0047512054443359375
Interval_1_2_1;0.3545386904761904;0.0047359466552734375
Interval_1_2_2;0.35714285714285715;0.004767656326293945
Interval_1_2_3;0.329985119047619;0.004733085632324219
Interval_2_1_0;0.33038194444444446;0.009914159774780273
Interval_2_1_1;0.33107638888888885;0.009867191314697266
Interval_2_1_2;0.32795138888888886;0.009841680526733398
Interval_2_1_3;0.33524305555555556;0.009855985641479492
Interval_2_2_0;0.38185763888888885;0.019556045532226562
Interval_2_2_1;0.4559027777777778;0.01950693130493164
Interval_2_2_2;0.2349826388888889;0.019591331481933594
Interval_2_2_3;0.2986979166666667;0.019567012786865234
Square_1_1_0;0.3236607142857143;0.0024063587188720703
Square_1_1_1;0.2507440476190476;0.0023772716522216797
Square_1_1_2;0.31324404761904756;0.002377748489379883
Square_1_1_3;0.37723214285714285;0.0023920536041259766
Square_1_2_0;0.3031994047619047;0.00477290153503418
Square_1_2_1;0.32403273809523814;0.004790782928466797
Square_1_2_2;0.31324404761904756;0.004742860794067383
Square_1_2_3;0.31919642857142855;0.004694461822509766
Square_2_1_0;0.4114583333333333;0.009870290756225586
Square_2_1_1;0.3378472222222222;0.00985860824584961
Square_2_1_2;0.29756944444444444;0.00982809066772461
Square_2_1_3;0.3663194444444444;0.00983572006225586
Square_2_2_0;0.2987847222222222;0.019652843475341797
Square_2_2_1;0.2621527777777778;0.019750118255615234
Square_2_2_2;0.2720486111111111;0.019524335861206055
Square_2_2_3;0.2907986111111111;0.0196225643157959
Cube_1_1_0;0.33779761904761907;0.0024161338806152344
Cube_1_1_1;0.2976190476190476;0.0023970603942871094
Cube_1_1_2;0.2708333333333333;0.0024366378784179688
Cube_1_1_3;0.2358630952380952;0.002428293228149414
Cube_1_2_0;0.27232142857142855;0.004774808883666992
Cube_1_2_1;0.3385416666666667;0.004778623580932617
Cube_1_2_2;0.29613095238095244;0.004747867584228516
Cube_1_2_3;0.27604166666666663;0.0047762393951416016
Cube_2_1_0;0.46163194444444444;0.0099334716796875
Cube_2_1_1;0.3696180555555556;0.009982109069824219
Cube_2_1_2;0.3569444444444444;0.009881258010864258
Cube_2_1_3;0.30347222222222225;0.009901285171508789
Cube_2_2_0;0.3694444444444444;0.01954197883605957
Cube_2_2_1;0.3375;0.019682884216308594
Cube_2_2_2;0.2712673611111111;0.019634246826171875
Cube_2_2_3;0.20625000000000002;0.01976466178894043
5-Cube_1_1_0;0.39508928571428564;0.002420186996459961
5-Cube_1_1_1;0.41666666666666663;0.002402067184448242
5-Cube_1_2_0;0.3232886904761905;0.0047609806060791016
5-Cube_1_2_1;0.2924107142857143;0.004784822463989258
5-Cube_2_1_0;0.37482638888888886;0.009944915771484375
5-Cube_2_1_1;0.22708333333333333;0.009975194931030273
5-Cube_2_2_0;0.3230034722222222;0.019582509994506836
5-Cube_2_2_1;0.3333333333333333;0.019752979278564453
10-Cube_1_1_0;0.31994047619047616;0.002373218536376953
10-Cube_1_1_1;0.32961309523809523;0.0023818016052246094
10-Cube_1_2_0;0.33705357142857145;0.004778861999511719
10-Cube_1_2_1;0.29947916666666663;0.004725456237792969
10-Cube_2_1_0;0.3517361111111111;0.009901285171508789
10-Cube_2_1_1;0.26666666666666666;0.00985264778137207
10-Cube_2_2_0;0.26727430555555554;0.019730567932128906
10-Cube_2_2_1;0.3377604166666667;0.019752979278564453
Circle_1_1_0;0.06101190476190476;0.0024161338806152344
Circle_1_1_1;0.08184523809523811;0.002422809600830078
Circle_1_1_2;0.14136904761904762;0.0024271011352539062
Circle_1_1_3;0.1644345238095238;0.0024030208587646484
Circle_1_2_0;0.0316220238095238;0.004790782928466797
Circle_1_2_1;0.049479166666666664;0.004762887954711914
Circle_1_2_2;0.01860119047619046;0.004796743392944336
Circle_1_2_3;0.03422619047619047;0.004791975021362305
Circle_2_1_0;0.10277777777777777;0.009765625
Circle_2_1_1;0.044618055555555564;0.009940147399902344
Circle_2_1_2;0.13489583333333333;0.009908437728881836
Circle_2_1_3;0.09861111111111111;0.009987115859985352
Circle_2_2_0;0.07065972222222223;0.019786596298217773
Circle_2_2_1;0.06857638888888888;0.01968216896057129
Circle_2_2_2;0.06189236111111111;0.019555330276489258
Circle_2_2_3;0.13090277777777778;0.01965022087097168
Sphere_1_1_0;0.07291666666666664;0.002407073974609375
Sphere_1_1_1;0.10491071428571429;0.0024008750915527344
Sphere_1_1_2;0.08258928571428571;0.0024023056030273438
Sphere_1_1_3;0.0863095238095238;0.0024161338806152344
Sphere_1_2_0;0.0390625;0.004730224609375
Sphere_1_2_1;0.07477678571428573;0.004717826843261719
Sphere_1_2_2;0.07998511904761905;0.004672527313232422
Sphere_1_2_3;0.060267857142857144;0.004759550094604492
Sphere_2_1_0;0.08038194444444444;0.009798765182495117
Sphere_2_1_1;0.08888888888888888;0.009870767593383789
Sphere_2_1_2;0.08854166666666667;0.009908676147460938
Sphere_2_1_3;0.08767361111111112;0.009832620620727539
Sphere_2_2_0;0.06961805555555554;0.01961374282836914
Sphere_2_2_1;0.05694444444444444;0.019705772399902344
Sphere_2_2_2;0.07022569444444446;0.01953268051147461
Sphere_2_2_3;0.06493055555555555;0.019597530364990234
Urn_1_1_0;0.3735119047619047;0.002438783645629883
Urn_1_1_1;0.20982142857142858;0.002409696578979492
Urn_1_1_2;0.5453869047619048;0.002406597137451172
Urn_1_1_3;0.27232142857142855;0.002432584762573242
Urn_1_1_4;0.375;0.002412557601928711
Urn_1_1_5;0.45833333333333337;0.002432107925415039
Urn_1_1_6;0.21428571428571427;0.0024077892303466797
Urn_1_1_7;0.24181547619047622;0.0024099349975585938
Urn_1_1_8;0.6532738095238096;0.0024099349975585938
Urn_1_1_9;0.7061011904761905;0.0024008750915527344
Urn_1_1_10;0.3898809523809524;0.0024149417877197266
Urn_1_1_11;0.38392857142857145;0.002410888671875
Urn_1_2_0;0.36644345238095244;0.004777669906616211
Urn_1_2_1;0.9084821428571429;0.00473475456237793
Urn_1_2_2;0.3229166666666667;0.004779338836669922
Urn_1_2_3;0.6190476190476192;0.004792690277099609
Urn_1_2_4;0.4921875;0.004781484603881836
Urn_1_2_5;0.8392857142857143;0.004781246185302734
Urn_1_2_6;0.2068452380952381;0.0047609806060791016
Urn_1_2_7;0.21540178571428573;0.004781007766723633
Urn_1_2_8;0.5658482142857142;0.004765987396240234
Urn_1_2_9;0.75;0.0047762393951416016
Urn_1_2_10;0.09895833333333333;0.0047757625579833984
Urn_1_2_11;0.9252232142857143;0.0048046112060546875
Urn_2_1_0;0.2654513888888889;0.009926557540893555
Urn_2_1_1;0.3987847222222222;0.009923696517944336
Urn_2_1_2;0.6817708333333333;0.009747505187988281
Urn_2_1_3;0.23159722222222223;0.009819269180297852
Urn_2_1_4;1.0;0.009797811508178711
Urn_2_1_5;0.25243055555555555;0.009909868240356445
Urn_2_1_6;0.3220486111111111;0.009937763214111328
Urn_2_1_7;0.5095486111111112;0.009959220886230469
Urn_2_1_8;0.54375;0.009958744049072266
Urn_2_1_9;0.09340277777777777;0.009928464889526367
Urn_2_1_10;0.40225694444444443;0.009763240814208984
Urn_2_1_11;0.8934027777777779;0.009978294372558594
Urn_2_2_0;0.26605902777777785;0.019455909729003906
Urn_2_2_1;0.45147569444444446;0.0196683406829834
Urn_2_2_2;0.16493055555555555;0.019591808319091797
Urn_2_2_3;0.34479166666666666;0.019725561141967773
Urn_2_2_4;0.4321180555555556;0.019507884979248047
Urn_2_2_5;0.28420138888888885;0.019487380981445312
Urn_2_2_6;0.710763888888889;0.019565105438232422
Urn_2_2_7;0.2543402777777778;0.019632816314697266
Urn_2_2_8;0.29348958333333336;0.01955103874206543
Urn_2_2_9;0.3087673611111111;0.019608497619628906
Urn_2_2_10;0.8896701388888888;0.01948070526123047
Urn_2_2_11;0.9950520833333335;0.01937270164489746
Mallows_1_1_0;0.2619047619047619;0.002421140670776367
Mallows_1_1_1;0.08630952380952381;0.0023987293243408203
Mallows_1_1_2;0.8020833333333334;0.002436399459838867
Mallows_1_1_3;0.9092261904761906;0.0023915767669677734
Mallows_1_1_4;0.7254464285714286;0.0023992061614990234
Mallows_1_1_5;0.6547619047619048;0.00240325927734375
Mallows_1_1_6;0.34598214285714285;0.002375364303588867
Mallows_1_1_7;0.7693452380952381;0.0023794174194335938
Mallows_1_1_8;0.2395833333333333;0.0024013519287109375
Mallows_1_1_9;0.6242559523809523;0.0023915767669677734
Mallows_1_1_10;0.7894345238095238;0.002396106719970703
Mallows_1_1_11;0.0885416666666667;0.002401113510131836
Mallows_1_2_0;0.8203125;0.0047566890716552734
Mallows_1_2_1;0.8273809523809523;0.004753589630126953
Mallows_1_2_2;0.24665178571428573;0.004765987396240234
Mallows_1_2_3;0.33221726190476186;0.0047414302825927734
Mallows_1_2_4;0.12462797619047618;0.00474095344543457
Mallows_1_2_5;0.20758928571428573;0.004760026931762695
Mallows_1_2_6;0.08779761904761905;0.004777431488037109
Mallows_1_2_7;0.6409970238095238;0.00478053092956543
Mallows_1_2_8;0.09858630952380953;0.0047664642333984375
Mallows_1_2_9;0.11941964285714286;0.004725933074951172
Mallows_1_2_10;0.22767857142857142;0.0047643184661865234
Mallows_1_2_11;0.8363095238095238;0.004731178283691406
Mallows_2_1_0;0.5710069444444444;0.00998234748840332
Mallows_2_1_1;0.5677083333333334;0.00988316535949707
Mallows_2_1_2;0.07031250000000001;0.009937763214111328
Mallows_2_1_3;0.8430555555555554;0.00985097885131836
Mallows_2_1_4;0.671875;0.009837627410888672
Mallows_2_1_5;0.506076388888889;0.009873628616333008
Mallows_2_1_6;0.17361111111111113;0.009847164154052734
Mallows_2_1_7;0.2821180555555555;0.009952545166015625
Mallows_2_1_8;0.5940972222222222;0.00992131233215332
Mallows_2_1_9;0.9020833333333333;0.009953975677490234
Mallows_2_1_10;0.4640625;0.009886980056762695
Mallows_2_1_11;0.8352430555555554;0.009927988052368164
Mallows_2_2_0;0.24053819444444446;0.019771099090576172
Mallows_2_2_1;0.05850694444444445;0.0197141170501709
Mallows_2_2_2;0.2033854166666667;0.01949477195739746
Mallows_2_2_3;0.5340277777777778;0.019853830337524414
Mallows_2_2_4;0.956857638888889;0.019989013671875
Mallows_2_2_5;0.7394965277777779;0.019675731658935547
Mallows_2_2_6;0.4112847222222223;0.019689321517944336
Mallows_2_2_7;0.9660590277777779;0.019401073455810547
Mallows_2_2_8;0.37309027777777776;0.019517183303833008
Mallows_2_2_9;0.7627604166666667;0.019429445266723633
Mallows_2_2_10;0.46336805555555555;0.019602060317993164
Mallows_2_2_11;0.10355902777777777;0.01970815658569336
UNSTA_1_1;0.28645833333333337;0.002393007278442383
UNSTA_1_2;0.26822916666666663;0.004748344421386719
UNSTA_2_1;0.2710069444444444;0.009964704513549805
UNSTA_2_2;0.2587673611111111;0.019726037979125977
UNSTB_1_1;0.4449404761904762;0.002384662628173828
UNSTB_1_2;0.4468005952380953;0.004801034927368164
UNSTB_2_1;0.42378472222222224;0.009835004806518555
UNSTB_2_2;0.4197048611111112;0.019629240036010742
UNSTC_1_1;0.5513392857142857;0.0024237632751464844
UNSTC_1_2;0.542782738095238;0.004730701446533203
UNSTC_2_1;0.5246527777777777;0.009897708892822266
UNSTC_2_2;0.5147569444444444;0.019526958465576172
ST_1_1;0.5877976190476192;0.0023851394653320312
ST_1_2;0.5870535714285714;0.004761695861816406
ST_2_1;0.5567708333333333;0.009919881820678711
ST_2_2;0.5473958333333333;0.019661903381347656
IDSTA_1_1;0.7589285714285714;0.0024023056030273438
IDSTA_1_2;0.7555803571428571;0.004705190658569336
IDSTA_2_1;0.7192708333333333;0.009891986846923828
IDSTA_2_2;0.7160590277777779;0.019532203674316406
IDSTB_1_1;0.8571428571428571;0.0024259090423583984
IDSTB_1_2;0.8571428571428571;0.004776954650878906
IDSTB_2_1;0.8048611111111111;0.009769678115844727
IDSTB_2_2;0.8046875;0.019522666931152344
IDSTC_1_1;0.9285714285714286;0.0024030208587646484
IDSTC_1_2;0.9285714285714286;0.004739046096801758
IDSTC_2_1;0.8848958333333333;0.009949207305908203
IDSTC_2_2;0.8848958333333333;0.019623517990112305
IDAN_1_1_0;0.8333333333333331;0.0023746490478515625
IDAN_1_1_1;0.6666666666666669;0.002402067184448242
IDAN_1_1_2;0.5;0.002410888671875
IDAN_1_1_3;0.3333333333333333;0.002390146255493164
IDAN_1_1_4;0.16666666666666674;0.0023810863494873047
IDAN_1_2_0;0.8333333333333331;0.004706859588623047
IDAN_1_2_1;0.6666666666666669;0.004743099212646484
IDAN_1_2_2;0.5;0.00472259521484375
IDAN_1_2_3;0.3333333333333333;0.004751682281494141
IDAN_1_2_4;0.16666666666666674;0.004739046096801758
IDAN_2_1_0;0.8333333333333335;0.009832382202148438
IDAN_2_1_1;0.6666666666666666;0.009806156158447266
IDAN_2_1_2;0.5;0.010055303573608398
IDAN_2_1_3;0.33333333333333315;0.00939035415649414
IDAN_2_1_4;0.1666666666666668;0.009654521942138672
IDAN_2_2_0;0.8333333333333335;0.019124984741210938
IDAN_2_2_1;0.6666666666666666;0.019363880157470703
IDAN_2_2_2;0.5;0.019426345825195312
IDAN_2_2_3;0.33333333333333315;0.01937127113342285
IDAN_2_2_4;0.1666666666666668;0.019476652145385742
ANUN_1_1_0;0.013392857142857153;0.0023212432861328125
ANUN_1_1_1;0.025297619047619044;0.002357959747314453
ANUN_1_1_2;0.026041666666666664;0.002344846725463867
ANUN_1_1_3;0.036458333333333336;0.0023300647735595703
ANUN_1_1_4;0.03794642857142858;0.002321004867553711
ANUN_1_2_0;0.014508928571428588;0.004633665084838867
ANUN_1_2_1;0.01934523809523809;0.004647493362426758
ANUN_1_2_2;0.023437500000000038;0.004682302474975586
ANUN_1_2_3;0.02790178571428573;0.004674196243286133
ANUN_1_2_4;0.029017857142857144;0.004616260528564453
ANUN_2_1_0;0.01631944444444445;0.009677410125732422
ANUN_2_1_1;0.028298611111111115;0.00959157943725586
ANUN_2_1_2;0.03038194444444444;0.009620189666748047
ANUN_2_1_3;0.03333333333333335;0.009764432907104492
ANUN_2_1_4;0.04149305555555556;0.009637117385864258
ANUN_2_2_0;0.013020833333333327;0.01943063735961914
ANUN_2_2_1;0.019791666666666666;0.019150972366333008
ANUN_2_2_2;0.02074652777777777;0.01935291290283203
ANUN_2_2_3;0.024305555555555556;0.019269704818725586
ANUN_2_2_4;0.028211805555555556;0.01928424835205078
