instance_id;value;time
F1_2;0.05693296602;0
F1_3;0.08633372048;0
F1_4;0.08718487395;0
F1_5;0.08464384829;0
F1_6;0.05701219512;0
F1_7;0.1117647059;0
F1_8;0.03968253968;0
F1_9;0.05733333333;0
NSW_0;0.2410865732;0
NSW_1;0.1847476896;0
NSW_2;0.1343520837;0
NSW_3;0.1469636398;0
NSW_4;0.2360417876;0
NSW_5;0.1716310549;0
NSW_6;0.327000811;0
NSW_7;0.1996886283;0
NSW_8;0.1112071429;0
NSW_9;0.1290795016;0
UN;0.233630952;0
ID;0;0
AN;1;0
Impartial Culture_1_1_0;0.2269345238095238;0.5085709095001221
Impartial Culture_1_1_1;0.21428571428571427;0.5151779651641846
Impartial Culture_1_1_2;0.21875;0.5202407836914062
Impartial Culture_1_1_3;0.21726190476190474;0.5260787010192871
Impartial Culture_1_2_0;0.23586309523809526;2.066298723220825
Impartial Culture_1_2_1;0.203125;2.0740416049957275
Impartial Culture_1_2_2;0.21726190476190474;2.0521786212921143
Impartial Culture_1_2_3;0.21354166666666669;2.0338525772094727
Impartial Culture_2_1_0;0.11684027777777778;1.9818015098571777
Impartial Culture_2_1_1;0.13819444444444443;1.9770972728729248
Impartial Culture_2_1_2;0.14027777777777778;2.0051190853118896
Impartial Culture_2_1_3;0.12274305555555555;2.0435190200805664
Impartial Culture_2_2_0;0.11388888888888889;7.924661636352539
Impartial Culture_2_2_1;0.12274305555555555;8.15786623954773
Impartial Culture_2_2_2;0.13368055555555555;8.002247095108032
Impartial Culture_2_2_3;0.1267361111111111;8.05222225189209
SP by Conitzer_1_1_0;0.47395833333333337;0.5355398654937744
SP by Conitzer_1_1_1;0.4136904761904762;0.5351896286010742
SP by Conitzer_1_1_2;0.43229166666666663;0.5327188968658447
SP by Conitzer_1_1_3;0.4449404761904762;0.5419514179229736
SP by Conitzer_1_2_0;0.4412202380952381;2.1497225761413574
SP by Conitzer_1_2_1;0.43526785714285715;2.1219499111175537
SP by Conitzer_1_2_2;0.41964285714285715;2.1401877403259277
SP by Conitzer_1_2_3;0.4174107142857143;2.157851457595825
SP by Conitzer_2_1_0;0.4175347222222222;2.1391375064849854
SP by Conitzer_2_1_1;0.3776041666666667;2.16611909866333
SP by Conitzer_2_1_2;0.4159722222222222;2.107628345489502
SP by Conitzer_2_1_3;0.4857638888888889;2.100318670272827
SP by Conitzer_2_2_0;0.4114583333333333;8.582439184188843
SP by Conitzer_2_2_1;0.4046875;8.610602378845215
SP by Conitzer_2_2_2;0.40572916666666664;8.5494065284729
SP by Conitzer_2_2_3;0.4071180555555555;8.377822875976562
SP by Walsh_1_1_0;0.15476190476190474;0.5324110984802246
SP by Walsh_1_1_1;0.12351190476190477;0.5380516052246094
SP by Walsh_1_1_2;0.13839285714285715;0.5444462299346924
SP by Walsh_1_1_3;0.10491071428571429;0.550159215927124
SP by Walsh_1_2_0;0.15959821428571427;2.150692939758301
SP by Walsh_1_2_1;0.13690476190476192;2.1401007175445557
SP by Walsh_1_2_2;0.13653273809523808;2.0832953453063965
SP by Walsh_1_2_3;0.13988095238095238;2.1234614849090576
SP by Walsh_2_1_0;0.08142361111111111;2.093449831008911
SP by Walsh_2_1_1;0.1;2.075882911682129
SP by Walsh_2_1_2;0.08819444444444445;2.1105504035949707
SP by Walsh_2_1_3;0.08298611111111112;2.083709716796875
SP by Walsh_2_2_0;0.08645833333333333;8.288454055786133
SP by Walsh_2_2_1;0.08489583333333334;8.337446928024292
SP by Walsh_2_2_2;0.10008680555555555;8.307316303253174
SP by Walsh_2_2_3;0.07222222222222222;8.448310613632202
SPOC_1_1_0;0.4136904761904762;0.5216250419616699
SPOC_1_1_1;0.44642857142857145;0.5338797569274902
SPOC_1_1_2;0.38913690476190477;0.514091968536377
SPOC_1_1_3;0.4211309523809524;0.5230062007904053
SPOC_1_2_0;0.46354166666666663;2.0558114051818848
SPOC_1_2_1;0.3909970238095238;2.0454328060150146
SPOC_1_2_2;0.43563988095238093;2.0818514823913574
SPOC_1_2_3;0.47842261904761907;2.0623929500579834
SPOC_2_1_0;0.42986111111111114;2.015537977218628
SPOC_2_1_1;0.45;2.037071466445923
SPOC_2_1_2;0.4180555555555555;2.0086162090301514
SPOC_2_1_3;0.4730902777777778;2.0547068119049072
SPOC_2_2_0;0.4824652777777778;8.07605504989624
SPOC_2_2_1;0.4394097222222222;7.916262865066528
SPOC_2_2_2;0.4435763888888889;7.968048334121704
SPOC_2_2_3;0.48515625;8.149352550506592
Single-Crossing_1_1_0;0.023065476190476192;0.5400569438934326
Single-Crossing_1_1_1;0.03273809523809524;0.5368967056274414
Single-Crossing_1_1_2;0.020833333333333336;0.5347204208374023
Single-Crossing_1_1_3;0.04017857142857143;0.5337133407592773
Single-Crossing_1_2_0;0.010416666666666668;2.1352744102478027
Single-Crossing_1_2_1;0.018601190476190476;2.1009552478790283
Single-Crossing_1_2_2;0.018601190476190476;2.1475517749786377
Single-Crossing_1_2_3;0.011904761904761904;2.1539876461029053
Single-Crossing_2_1_0;0.020833333333333332;2.116076946258545
Single-Crossing_2_1_1;0.03784722222222223;2.109151840209961
Single-Crossing_2_1_2;0.03958333333333333;2.1113510131835938
Single-Crossing_2_1_3;0.03142361111111111;2.124396562576294
Single-Crossing_2_2_0;0.010416666666666666;8.551792860031128
Single-Crossing_2_2_1;0.010416666666666666;8.31704306602478
Single-Crossing_2_2_2;0.018055555555555554;8.395283699035645
Single-Crossing_2_2_3;0.021701388888888888;8.478824615478516
GS Balanced_1_1_0;0.5461309523809523;0.5381972789764404
GS Balanced_1_1_1;0.5014880952380952;0.5309185981750488
GS Balanced_1_1_2;0.5446428571428571;0.5429046154022217
GS Balanced_1_1_3;0.43526785714285715;0.5381944179534912
GS Balanced_1_2_0;0.5833333333333333;2.127889394760132
GS Balanced_1_2_1;0.5688244047619048;2.155644178390503
GS Balanced_1_2_2;0.558779761904762;2.1228086948394775
GS Balanced_1_2_3;0.576264880952381;2.131575345993042
GS Balanced_2_1_0;0.4979166666666667;2.083810806274414
GS Balanced_2_1_1;0.48194444444444445;2.124140977859497
GS Balanced_2_1_2;0.5359375;2.1255288124084473
GS Balanced_2_1_3;0.5309027777777778;2.092660427093506
GS Balanced_2_2_0;0.5142361111111111;8.234968185424805
GS Balanced_2_2_1;0.5159722222222222;8.351680278778076
GS Balanced_2_2_2;0.47118055555555555;8.353421926498413
GS Balanced_2_2_3;0.51875;8.315984964370728
GS Caterpillar_1_1_0;0.33705357142857145;0.5092072486877441
GS Caterpillar_1_1_1;0.32663690476190477;0.5159444808959961
GS Caterpillar_1_1_2;0.31101190476190477;0.5155787467956543
GS Caterpillar_1_1_3;0.2886904761904762;0.5133516788482666
GS Caterpillar_1_2_0;0.3444940476190476;2.0508480072021484
GS Caterpillar_1_2_1;0.3478422619047619;2.0604588985443115
GS Caterpillar_1_2_2;0.3050595238095238;2.076765298843384
GS Caterpillar_1_2_3;0.29910714285714285;2.0274953842163086
GS Caterpillar_2_1_0;0.22934027777777777;1.9853389263153076
GS Caterpillar_2_1_1;0.2032986111111111;1.9987025260925293
GS Caterpillar_2_1_2;0.2015625;2.0376877784729004
GS Caterpillar_2_1_3;0.2298611111111111;2.0396616458892822
GS Caterpillar_2_2_0;0.21753472222222223;7.995311737060547
GS Caterpillar_2_2_1;0.18628472222222223;7.9536292552948
GS Caterpillar_2_2_2;0.19574652777777776;7.880177974700928
GS Caterpillar_2_2_3;0.20321180555555557;7.876342058181763
Interval_1_1_0;0.4412202380952381;0.5063591003417969
Interval_1_1_1;0.28273809523809523;0.5324270725250244
Interval_1_1_2;0.43601190476190477;0.5272126197814941
Interval_1_1_3;0.503720238095238;0.5165135860443115
Interval_1_2_0;0.33482142857142855;2.0922749042510986
Interval_1_2_1;0.40364583333333337;2.0723378658294678
Interval_1_2_2;0.4226190476190476;2.047905921936035
Interval_1_2_3;0.4456845238095238;2.0385854244232178
Interval_2_1_0;0.4046875;1.9848027229309082
Interval_2_1_1;0.4190972222222222;2.0042874813079834
Interval_2_1_2;0.428125;1.9783775806427002
Interval_2_1_3;0.4;1.9833178520202637
Interval_2_2_0;0.3788194444444445;7.990623474121094
Interval_2_2_1;0.31979166666666664;7.939797639846802
Interval_2_2_2;0.5505208333333333;8.017766237258911
Interval_2_2_3;0.4817708333333333;7.944601058959961
Square_1_1_0;0.3206845238095238;0.5110721588134766
Square_1_1_1;0.3556547619047619;0.5151712894439697
Square_1_1_2;0.30282738095238093;0.5227675437927246
Square_1_1_3;0.23363095238095238;0.5176115036010742
Square_1_2_0;0.3084077380952381;2.0472803115844727
Square_1_2_1;0.29092261904761907;1.9998078346252441
Square_1_2_2;0.24441964285714285;2.0327396392822266
Square_1_2_3;0.22767857142857142;2.0245585441589355
Square_2_1_0;0.18506944444444443;2.0245778560638428
Square_2_1_1;0.2392361111111111;2.1006057262420654
Square_2_1_2;0.26197916666666665;2.044325828552246
Square_2_1_3;0.18784722222222222;2.0601282119750977
Square_2_2_0;0.26458333333333334;7.970362424850464
Square_2_2_1;0.3199652777777778;7.901245355606079
Square_2_2_2;0.2779513888888889;7.978744029998779
Square_2_2_3;0.24010416666666667;7.9799652099609375
Cube_1_1_0;0.21279761904761904;0.5108368396759033
Cube_1_1_1;0.29464285714285715;0.5210258960723877
Cube_1_1_2;0.3080357142857143;0.5170865058898926
Cube_1_1_3;0.271577380952381;0.5210409164428711
Cube_1_2_0;0.32142857142857145;2.0661699771881104
Cube_1_2_1;0.22135416666666669;2.1181750297546387
Cube_1_2_2;0.2261904761904762;2.062049627304077
Cube_1_2_3;0.2425595238095238;2.04335880279541
Cube_2_1_0;0.13715277777777776;2.0421576499938965
Cube_2_1_1;0.14756944444444445;2.086263418197632
Cube_2_1_2;0.1751736111111111;2.0519180297851562
Cube_2_1_3;0.2534722222222222;2.0519027709960938
Cube_2_2_0;0.1640625;7.978484153747559
Cube_2_2_1;0.17083333333333334;8.01437258720398
Cube_2_2_2;0.2598958333333333;8.20096230506897
Cube_2_2_3;0.2638888888888889;8.110065460205078
5-Cube_1_1_0;0.15178571428571427;0.5251824855804443
5-Cube_1_1_1;0.15178571428571427;0.5361361503601074
5-Cube_1_2_0;0.1644345238095238;2.0877232551574707
5-Cube_1_2_1;0.1837797619047619;2.069025993347168
5-Cube_2_1_0;0.14270833333333333;2.046567440032959
5-Cube_2_1_1;0.26284722222222223;2.008568525314331
5-Cube_2_2_0;0.14166666666666666;8.110456466674805
5-Cube_2_2_1;0.16831597222222222;7.974145174026489
10-Cube_1_1_0;0.16220238095238096;0.5302021503448486
10-Cube_1_1_1;0.15773809523809526;0.5276491641998291
10-Cube_1_2_0;0.12351190476190477;2.028040885925293
10-Cube_1_2_1;0.13690476190476192;2.0162816047668457
10-Cube_2_1_0;0.09947916666666666;2.0248591899871826
10-Cube_2_1_1;0.121875;2.0108394622802734
10-Cube_2_2_0;0.12881944444444446;8.063603401184082
10-Cube_2_2_1;0.08211805555555556;7.994442701339722
Circle_1_1_0;0.45982142857142855;0.5121762752532959
Circle_1_1_1;0.4494047619047619;0.5157551765441895
Circle_1_1_2;0.41145833333333337;0.5139551162719727
Circle_1_1_3;0.42410714285714285;0.5129859447479248
Circle_1_2_0;0.5267857142857143;2.022174119949341
Circle_1_2_1;0.4613095238095238;2.016498327255249
Circle_1_2_2;0.546875;2.019195079803467
Circle_1_2_3;0.5740327380952381;1.9915626049041748
Circle_2_1_0;0.4407986111111111;2.0028884410858154
Circle_2_1_1;0.4847222222222222;2.023526906967163
Circle_2_1_2;0.39010416666666664;2.0190398693084717
Circle_2_1_3;0.4935763888888889;1.9772443771362305
Circle_2_2_0;0.46857638888888886;8.0099036693573
Circle_2_2_1;0.4786458333333333;8.063308715820312
Circle_2_2_2;0.4734375;8.060761451721191
Circle_2_2_3;0.4097222222222222;8.173641681671143
Sphere_1_1_0;0.4181547619047619;0.5119638442993164
Sphere_1_1_1;0.43898809523809523;0.5194292068481445
Sphere_1_1_2;0.3980654761904762;0.5236968994140625
Sphere_1_1_3;0.47544642857142855;0.5169594287872314
Sphere_1_2_0;0.45163690476190477;2.0491485595703125
Sphere_1_2_1;0.4642857142857143;2.067504644393921
Sphere_1_2_2;0.41666666666666663;2.0299062728881836
Sphere_1_2_3;0.4639136904761905;2.013066530227661
Sphere_2_1_0;0.4203125;1.9648730754852295
Sphere_2_1_1;0.39826388888888886;1.9833145141601562
Sphere_2_1_2;0.34427083333333336;1.9793400764465332
Sphere_2_1_3;0.3565972222222222;2.004066228866577
Sphere_2_2_0;0.4166666666666667;8.058775186538696
Sphere_2_2_1;0.4042534722222222;7.832417964935303
Sphere_2_2_2;0.35625;7.939597129821777
Sphere_2_2_3;0.3880208333333333;8.077978610992432
Urn_1_1_0;0.2663690476190476;0.5233347415924072
Urn_1_1_1;0.22172619047619047;0.5037846565246582
Urn_1_1_2;0.24553571428571427;0.5293755531311035
Urn_1_1_3;0.2708333333333333;0.5214741230010986
Urn_1_1_4;0.28125;0.5254278182983398
Urn_1_1_5;0.35714285714285715;0.5255470275878906
Urn_1_1_6;0.4449404761904762;0.5198862552642822
Urn_1_1_7;0.275297619047619;0.51828932762146
Urn_1_1_8;0.328125;0.5462536811828613
Urn_1_1_9;0.27380952380952384;0.5369706153869629
Urn_1_1_10;0.2708333333333333;0.5200624465942383
Urn_1_1_11;0.3050595238095238;0.5102486610412598
Urn_1_2_0;0.2224702380952381;2.0097827911376953
Urn_1_2_1;0.08370535714285714;2.141998529434204
Urn_1_2_2;0.4873511904761905;2.0725982189178467
Urn_1_2_3;0.23511904761904762;2.1387276649475098
Urn_1_2_4;0.38095238095238093;2.104278087615967
Urn_1_2_5;0.12202380952380952;2.1341817378997803
Urn_1_2_6;0.2998511904761905;2.060795783996582
Urn_1_2_7;0.23511904761904762;2.0181915760040283
Urn_1_2_8;0.3091517857142857;2.1205403804779053
Urn_1_2_9;0.2425595238095238;2.122035503387451
Urn_1_2_10;0.23511904761904762;2.050330638885498
Urn_1_2_11;0.06919642857142858;2.2043049335479736
Urn_2_1_0;0.23055555555555557;2.0566861629486084
Urn_2_1_1;0.26319444444444445;2.0591800212860107
Urn_2_1_2;0.19618055555555555;2.0606865882873535
Urn_2_1_3;0.3420138888888889;2.022064208984375
Urn_2_1_4;0.0;2.1164655685424805
Urn_2_1_5;0.3319444444444445;1.977884292602539
Urn_2_1_6;0.29756944444444444;1.9694678783416748
Urn_2_1_7;0.2840277777777778;1.9812297821044922
Urn_2_1_8;0.17100694444444445;2.0094919204711914
Urn_2_1_9;0.1625;1.9908103942871094
Urn_2_1_10;0.35104166666666664;2.0143373012542725
Urn_2_1_11;0.0984375;2.0759317874908447
Urn_2_2_0;0.12604166666666666;8.081011056900024
Urn_2_2_1;0.2677083333333333;7.978808164596558
Urn_2_2_2;0.1842013888888889;7.8065056800842285
Urn_2_2_3;0.24817708333333333;7.863588333129883
Urn_2_2_4;0.22100694444444444;7.893734455108643
Urn_2_2_5;0.1734375;8.043282985687256
Urn_2_2_6;0.1826388888888889;8.223395824432373
Urn_2_2_7;0.29739583333333336;7.944346189498901
Urn_2_2_8;0.2974826388888889;7.9321818351745605
Urn_2_2_9;0.22309027777777776;8.036791324615479
Urn_2_2_10;0.07847222222222222;8.27597165107727
Urn_2_2_11;0.0049479166666666664;8.446368217468262
Mallows_1_1_0;0.12648809523809523;0.5144083499908447
Mallows_1_1_1;0.20089285714285715;0.5099501609802246
Mallows_1_1_2;0.023065476190476192;0.533393144607544
Mallows_1_1_3;0.015625;0.539762020111084
Mallows_1_1_4;0.026785714285714284;0.5427815914154053
Mallows_1_1_5;0.03571428571428571;0.5456552505493164
Mallows_1_1_6;0.0900297619047619;0.5292131900787354
Mallows_1_1_7;0.024553571428571428;0.5225422382354736
Mallows_1_1_8;0.11532738095238095;0.5201890468597412
Mallows_1_1_9;0.033482142857142856;0.5278677940368652
Mallows_1_1_10;0.021577380952380952;0.5419125556945801
Mallows_1_1_11;0.19642857142857142;0.5153608322143555
Mallows_1_2_0;0.019345238095238092;2.118074417114258
Mallows_1_2_1;0.018229166666666664;2.1106207370758057
Mallows_1_2_2;0.12202380952380952;2.04498028755188
Mallows_1_2_3;0.07291666666666666;2.0560989379882812
Mallows_1_2_4;0.15104166666666669;2.0662190914154053
Mallows_1_2_5;0.12202380952380952;2.043663740158081
Mallows_1_2_6;0.18526785714285715;2.026829719543457
Mallows_1_2_7;0.028645833333333336;2.088003635406494
Mallows_1_2_8;0.19680059523809526;2.0583336353302
Mallows_1_2_9;0.17075892857142858;2.0494625568389893
Mallows_1_2_10;0.11830357142857142;2.1082019805908203
Mallows_1_2_11;0.017485119047619048;2.189850091934204
Mallows_2_1_0;0.029166666666666667;2.0944137573242188
Mallows_2_1_1;0.034722222222222224;2.0572900772094727
Mallows_2_1_2;0.1329861111111111;2.015005588531494
Mallows_2_1_3;0.013194444444444444;2.1137890815734863
Mallows_2_1_4;0.029340277777777778;2.0700225830078125
Mallows_2_1_5;0.05;2.0389564037323
Mallows_2_1_6;0.09131944444444445;1.9921534061431885
Mallows_2_1_7;0.06788194444444445;2.0491178035736084
Mallows_2_1_8;0.046875;2.0845577716827393
Mallows_2_1_9;0.0046875;2.113905429840088
Mallows_2_1_10;0.06128472222222223;2.080118417739868
Mallows_2_1_11;0.00954861111111111;2.0725555419921875
Mallows_2_2_0;0.071875;8.09067153930664
Mallows_2_2_1;0.13663194444444443;8.030086994171143
Mallows_2_2_2;0.07152777777777779;7.903030872344971
Mallows_2_2_3;0.03446180555555556;8.202957153320312
Mallows_2_2_4;0.002690972222222222;8.402944803237915
Mallows_2_2_5;0.019444444444444445;8.230938911437988
Mallows_2_2_6;0.0546875;8.058033466339111
Mallows_2_2_7;0.00234375;8.342673301696777
Mallows_2_2_8;0.05225694444444444;8.05304217338562
Mallows_2_2_9;0.012934027777777777;8.26344609260559
Mallows_2_2_10;0.0484375;7.945083141326904
Mallows_2_2_11;0.11336805555555556;7.9605302810668945
UNSTA_1_1;0.19047619047619047;0.5180602073669434
UNSTA_1_2;0.17857142857142858;2.0709683895111084
UNSTA_2_1;0.1423611111111111;2.0022037029266357
UNSTA_2_2;0.11961805555555555;8.047926187515259
UNSTB_1_1;0.15029761904761904;0.5220565795898438
UNSTB_1_2;0.15959821428571427;2.071143627166748
UNSTB_2_1;0.11423611111111112;2.067786455154419
UNSTB_2_2;0.10052083333333334;8.15826940536499
UNSTC_1_1;0.13616071428571427;0.5229775905609131
UNSTC_1_2;0.14248511904761904;2.131174087524414
UNSTC_2_1;0.08402777777777778;2.0876293182373047
UNSTC_2_2;0.08168402777777778;8.165467023849487
ST_1_1;0.13095238095238096;0.5243608951568604
ST_1_2;0.12574404761904762;2.0820538997650146
ST_2_1;0.08472222222222221;2.0694565773010254
ST_2_2;0.07829861111111111;8.308178663253784
IDSTA_1_1;0.08556547619047619;0.5256917476654053
IDSTA_1_2;0.09040178571428571;2.1218061447143555
IDSTA_2_1;0.05416666666666667;2.1095833778381348
IDSTA_2_2;0.05269097222222222;8.423456907272339
IDSTB_1_1;0.05803571428571429;0.5341756343841553
IDSTB_1_2;0.05803571428571429;2.131448268890381
IDSTB_2_1;0.04079861111111111;2.1122424602508545
IDSTB_2_2;0.04149305555555556;8.290865659713745
IDSTC_1_1;0.03720238095238095;0.5342609882354736
IDSTC_1_2;0.03571428571428571;2.108177900314331
IDSTC_2_1;0.03090277777777778;2.106412649154663
IDSTC_2_2;0.029166666666666667;8.36617136001587
IDAN_1_1_0;0.16666666666666669;0.5364172458648682
IDAN_1_1_1;0.33333333333333337;0.5361073017120361
IDAN_1_1_2;0.5;0.5399906635284424
IDAN_1_1_3;0.6666666666666667;0.5391249656677246
IDAN_1_1_4;0.8333333333333333;0.5351698398590088
IDAN_1_2_0;0.16666666666666669;2.1319937705993652
IDAN_1_2_1;0.33333333333333337;2.115551471710205
IDAN_1_2_2;0.5;2.113764524459839
IDAN_1_2_3;0.6666666666666667;2.1156325340270996
IDAN_1_2_4;0.8333333333333333;2.0965054035186768
IDAN_2_1_0;0.16666666666666666;2.082263708114624
IDAN_2_1_1;0.3333333333333333;2.0882413387298584
IDAN_2_1_2;0.5;2.083777904510498
IDAN_2_1_3;0.6666666666666666;2.094517946243286
IDAN_2_1_4;0.8333333333333334;2.1146934032440186
IDAN_2_2_0;0.16666666666666666;8.419079780578613
IDAN_2_2_1;0.3333333333333333;8.386650085449219
IDAN_2_2_2;0.5;8.356225967407227
IDAN_2_2_3;0.6666666666666666;8.4420166015625
IDAN_2_2_4;0.8333333333333334;8.465101480484009
ANUN_1_1_0;0.875;0.528083086013794
ANUN_1_1_1;0.7306547619047619;0.5258820056915283
ANUN_1_1_2;0.6130952380952381;0.527085542678833
ANUN_1_1_3;0.4613095238095238;0.5253350734710693
ANUN_1_1_4;0.3586309523809524;0.5231461524963379
ANUN_1_2_0;0.8697916666666667;2.1571786403656006
ANUN_1_2_1;0.7388392857142857;2.075451374053955
ANUN_1_2_2;0.6026785714285714;2.068366527557373
ANUN_1_2_3;0.47842261904761907;2.041569471359253
ANUN_1_2_4;0.33035714285714285;2.04135799407959
ANUN_2_1_0;0.846875;2.11631178855896
ANUN_2_1_1;0.7090277777777777;2.0557868480682373
ANUN_2_1_2;0.5659722222222222;2.0336222648620605
ANUN_2_1_3;0.4232638888888889;2.018557548522949
ANUN_2_1_4;0.2607638888888889;2.0265541076660156
ANUN_2_2_0;0.8600694444444444;8.415666341781616
ANUN_2_2_1;0.7166666666666667;8.288752794265747
ANUN_2_2_2;0.5770833333333333;8.126113653182983
ANUN_2_2_3;0.43211805555555555;8.123162984848022
ANUN_2_2_4;0.2864583333333333;8.109387874603271
